Direcciones,Latitud,Longitud,Nro Radicado
Carrera 50 Calle 83 Sur LA ESTRELLA,6.1529439,-75.6316332,11216
Calle 98 Carrera 48 LA ESTRELLA,6.1264835,-75.6288846,11219
Calle 79C Sur Carrera 52 LA ESTRELLA,6.1536357,-75.6324478,11237
Calle 82 Sur Carrera 57 LA ESTRELLA,6.1553376,-75.6405452,11238
Carrera 53C Calle 83DD LA ESTRELLA,6.1519631,-75.6394322,11240
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11241
Carrera 50 Calle 48 LA ESTRELLA,6.1441505,-75.6334228,11242
Calle 75 Sur Carrera 54 LA ESTRELLA,6.1641233,-75.6363486,11267
Calle 80 Sur Carrera 57 LA ESTRELLA,6.1568232,-75.6401421,11291
Carrera 50 Calle 48 LA ESTRELLA,6.1441505,-75.6334228,11292
Carrera 61 Calle 77 Sur LA ESTRELLA,6.1597081,-75.643025,11293
Carrera 50 Calle 97B Sur LA ESTRELLA,6.1317917,-75.6334631,11294
Calle 98 Carrera 48 LA ESTRELLA,6.1264835,-75.6288846,12483
Calle 77 Sur Carrera 49 LA ESTRELLA,6.1572844,-75.6269373,12484
Calle 82 Sur Carrera 55 LA ESTRELLA,6.154834,-75.6381454,12496
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12497
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12498
Calle 74 Sur Carrera 62A LA ESTRELLA,6.1645847,-75.6433602,12499
Calle 80 Sur Carrera 58 LA ESTRELLA,6.1573989,-75.6413764,12500
Calle 76 Sur Carrera 60 LA ESTRELLA,6.1609017,-75.6425509,12501
Calle 83D Sur Carrera 56CC LA ESTRELLA,6.1533267,-75.6400813,12502
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,12503
Carrera 50 Calle 79C LA ESTRELLA,6.1529569,-75.6318012,12524
Calle 77 Sur Carrera 49 LA ESTRELLA,6.1572844,-75.6269373,12559
Carrera 63 Calle 80 Sur LA ESTRELLA,6.1586293,-75.6450655,12560
Carrera 50 Calle 88A Sur LA ESTRELLA,6.1721663,-75.6089299,12561
Calle 80 Sur Carrera 55 LA ESTRELLA,6.1543856,-75.6363237,12604
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12606
Carrera 50 Calle 88A Sur LA ESTRELLA,6.1721663,-75.6089299,12630
Carrera 56C Calle 83DD Sur LA ESTRELLA,6.1527405,-75.6398026,12631
Calle 87 Sur Carrera 65B LA ESTRELLA,6.15348,-75.6493469,12633
Calle 100 Carrera 96 LA ESTRELLA,6.1198157,-75.6306114,12634
Calle 91 Sur Carrera 55 LA ESTRELLA,6.1442671,-75.6373179,12650
Carrera 50 Calle 88A Sur LA ESTRELLA,6.1721663,-75.6089299,12651
Calle 100 Sur Carrera 48 LA ESTRELLA,6.1196971,-75.6315951,12652
Calle 80 Sur Carrera 52 LA ESTRELLA,6.1531833,-75.634519,12653
Calle 77 Sur Carrera 50 LA ESTRELLA,6.1572844,-75.6269373,12654
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12655
Carrera 50 Calle 91 Sur LA ESTRELLA,6.1441505,-75.6334228,12656
Carrera 50 Calle 96A Sur LA ESTRELLA,6.1441505,-75.6334228,12657
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,12658
Carrera 50 Calle 97B Sur LA ESTRELLA,6.1317917,-75.6334631,12659
Calle 82A Sur Carrera 56 LA ESTRELLA,6.1543872,-75.6386639,12660
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,12661
Carrera 48 Calle 100B Sur LA ESTRELLA,6.1186355,-75.6288128,12662
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,12664
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,12665
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12667
Calle 75A Sur Carrera 56 LA ESTRELLA,6.1642126,-75.6136407,12668
Calle 87 Sur Carrera 62 LA ESTRELLA,6.1528829,-75.646854,12669
Carrera 55 Calle 79B Sur LA ESTRELLA,6.1558023,-75.6352976,12671
Carrera 48 Calle 100B Sur LA ESTRELLA,6.1186355,-75.6288128,12672
Carrera 50 Calle 83 Sur LA ESTRELLA,6.1529439,-75.6316332,12673
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12674
Calle 75 Sur Carrera 62A LA ESTRELLA,6.1631696,-75.6440751,12675
Carrera 50 Calle 91 Sur LA ESTRELLA,6.1441505,-75.6334228,12676
Calle 77 Sur Carrera 50A LA ESTRELLA,6.1578904,-75.6260911,12677
Calle 100 Sur Carrera 50 LA ESTRELLA,6.1194097,-75.6344227,12678
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12733
Calle 77 Sur Carrera 60 LA ESTRELLA,6.1599707,-75.6434592,12735
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,12736
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12737
Calle 81 Sur Carrera 67 LA ESTRELLA,6.1575343,-75.6443076,12754
Calle 95 Sur Carrera 58 LA ESTRELLA,6.13702,-75.6383099,12755
Calle 100 Sur Carrera 49D LA ESTRELLA,6.1200518,-75.6337143,10727
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,10728
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,10871
Calle 77A Sur Carrera 56D LA ESTRELLA,6.1590128,-75.6368537,10872
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,10873
Calle 87 Sur Carrera 55 Sur LA ESTRELLA,6.1501338,-75.6371597,10878
Calle 83A Sur Carrera 59 LA ESTRELLA,6.1552821,-75.6428412,10879
Calle 79 Sur Carrera 55 LA ESTRELLA,6.1569697,-75.6355586,10880
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,10881
Carrera 48C Calle 100 Sur LA ESTRELLA,6.1189168,-75.6307166,10882
Carrera 50 Calle 75AA Sur LA ESTRELLA,6.162854,-75.6393276,10883
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,10884
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,10885
Calle 77 Sur Carrera 54 LA ESTRELLA,6.1604655,-75.6368848,10886
Carrera 59 Calle 79 Sur LA ESTRELLA,6.1584664,-75.6417332,10889
Carrera 50 Calle 79B Sur LA ESTRELLA,6.1534233,-75.6292428,10890
Carrera 48 Calle 79D Sur LA ESTRELLA,,,10891
Carrera 50 Calle 89 Sur LA ESTRELLA,6.145127,-75.6335377,10961
Calle 81 Sur Carrera 58 LA ESTRELLA,6.1566401,-75.6416314,10963
Carrera 54 Calle 80 Sur LA ESTRELLA,6.153988,-75.6350659,10973
Carrera 55 Calle 79B Sur LA ESTRELLA,6.1558023,-75.6352976,10974
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,10975
Carrera 48 Calle 95 Sur LA ESTRELLA,6.121111,-75.6314475,10976
Calle 73 Sur Carrera 63A LA ESTRELLA,6.166247,-75.6471525,10977
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,10978
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,10979
Carrera 50 Calle 91 Sur LA ESTRELLA,6.1441505,-75.6334228,10993
Carrera 49 Calle 100 Sur LA ESTRELLA,6.1195073,-75.6341745,10994
Calle 80 Sur Carrera 55 LA ESTRELLA,6.1543856,-75.6363237,10998
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11029
Calle 80 Sur Carrera 50 LA ESTRELLA,6.1523941,-75.6336115,11034
Carrera 56C Calle 83DD Sur LA ESTRELLA,6.1527405,-75.6398026,11038
Calle 80 Sur Carrera 58 LA ESTRELLA,6.1573989,-75.6413764,11039
Calle 100B Sur Carrera 48 LA ESTRELLA,6.1186355,-75.6288128,11040
Calle 77 Sur Carrera 52 LA ESTRELLA,6.1584484,-75.6290211,11041
Calle 77 Sur Carrera 57 LA ESTRELLA,6.1600369,-75.6395242,11042
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11043
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,11044
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,11045
Carrera 50 Calle 94 Sur LA ESTRELLA,6.145127,-75.6335377,11048
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11049
Calle 100 Sur Carrera 52 LA ESTRELLA,6.1189519,-75.6360385,11050
Calle 101 Sur Carrera 45 LA ESTRELLA,6.1189553,-75.6276271,11051
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11052
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,11053
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11054
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,11055
Calle 80 Sur Carrera 58 LA ESTRELLA,6.1573989,-75.6413764,11056
Calle 73 Sur Carrera 63AA LA ESTRELLA,6.1655491,-75.6450327,11057
Carrera 55 Calle 87 Sur LA ESTRELLA,6.1501338,-75.6371597,11061
Carrera 48C Calle 100 Sur LA ESTRELLA,6.1189168,-75.6307166,11062
Calle 91 Sur Carrera 55 LA ESTRELLA,6.1442671,-75.6373179,11063
Carrera 50 Calle 100C Sur LA ESTRELLA,6.1174991,-75.6351956,12187
Carrera 50 Calle 98A LA ESTRELLA,6.1511449,-75.636623,12188
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,12189
Carrera 50 Calle 88 Sur LA ESTRELLA,6.1481678,-75.6361426,12190
Carrera 50 Calle 98 LA ESTRELLA,6.1175741,-75.6350794,12194
Calle 77 Sur Carrera 50A LA ESTRELLA,6.1578904,-75.6260911,12195
Carrera 62A Calle 74 Sur LA ESTRELLA,6.1645847,-75.6433602,12196
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,12197
Carrera 54 Calle 79C Sur LA ESTRELLA,6.1545252,-75.6346593,12198
Calle 77 Sur Carrera 53 LA ESTRELLA,6.15992,-75.6322728,12199
Carrera 55 Calle 87 Sur LA ESTRELLA,6.1501338,-75.6371597,12200
Calle 100 Sur Carrera 48 LA ESTRELLA,6.1196971,-75.6315951,12201
Calle 88AA Sur Carrera 50 LA ESTRELLA,6.1468352,-75.6346448,12202
Calle 100 Sur Carrera 49 LA ESTRELLA,6.1195073,-75.6341745,12203
Carrera 50 Calle 83C Sur LA ESTRELLA,6.1504236,-75.6360396,12204
Calle 79C Sur Carrera 52 LA ESTRELLA,6.1536357,-75.6324478,12205
Calle 76 Sur Carrera 57 LA ESTRELLA,6.1615985,-75.6393583,12206
Carrera 48D Calle 100 Sur LA ESTRELLA,6.1193377,-75.6320581,12208
Carrera 50 Calle 100 LA ESTRELLA,6.1194097,-75.6344227,12207
Calle 79 Sur Carrera 50 LA ESTRELLA,6.1539353,-75.6289665,12209
Calle 87 Sur Carrera 62 LA ESTRELLA,6.1528829,-75.646854,12210
Calle 77 Sur Carrera 55 LA ESTRELLA,6.1604047,-75.6372673,12244
Carrera 54 Calle 77 Sur LA ESTRELLA,6.1604655,-75.6368848,12264
Carrera 50 Calle 88A Sur LA ESTRELLA,6.1721663,-75.6089299,12265
Carrera 55 Calle 83B Sur LA ESTRELLA,6.1525715,-75.6363277,12266
Calle 95 Sur Carrera 51 LA ESTRELLA,6.13702,-75.6383099,12267
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,12268
Carrera 50 Calle 79B Sur LA ESTRELLA,6.1534233,-75.6292428,12269
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,12270
Carrera 54 Calle 75AB LA ESTRELLA,6.1603025,-75.6361914,12271
Calle 79 Sur Carrera 52A LA ESTRELLA,6.1563393,-75.6312873,12272
Calle 82 Sur Carrera 61 LA ESTRELLA,6.1566162,-75.644162,12273
Carrera 56 Calle 83DD Sur LA ESTRELLA,6.1518395,-75.6394989,12274
Calle 80 Sur Carrera 55 LA ESTRELLA,6.1543856,-75.6363237,12275
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,12276
Calle 86 Sur Carrera 62 LA ESTRELLA,6.153588,-75.6464351,12277
Carrera 53 Calle 75 Sur LA ESTRELLA,6.1598578,-75.6322774,12278
Carrera 52 Calle 88A Sur LA ESTRELLA,6.1522882,-75.6357671,12279
Calle 97 Carrera 63 LA ESTRELLA,6.1327386,-75.6349533,12280
Calle 87 Sur Carrera 55 LA ESTRELLA,6.1501338,-75.6371597,12295
Calle 81 Sur Carrera 62 LA ESTRELLA,6.1576337,-75.6446892,12296
Calle 77 Sur Carrera 52 LA ESTRELLA,6.1584484,-75.6290211,12297
Calle 83 Sur Carrera 60 LA ESTRELLA,6.1537962,-75.6383414,12298
Calle 77 Sur Carrera 50 LA ESTRELLA,6.1572844,-75.6269373,12299
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12300
Calle 79C Sur Carrera 53 LA ESTRELLA,6.1542972,-75.6341403,12301
Carrera 50 Calle 96A Sur LA ESTRELLA,6.1441505,-75.6334228,12302
Carrera 54 Calle 75AA Sur LA ESTRELLA,6.1629835,-75.6354762,12314
Calle 77 Sur Carrera 54 LA ESTRELLA,6.1604655,-75.6368848,12342
Calle 81 Sur Carrera 58 LA ESTRELLA,6.1566401,-75.6416314,12343
Calle 100 Sur Carrera 52 LA ESTRELLA,6.1189519,-75.6360385,12344
Carrera 56 Calle 83DD Sur LA ESTRELLA,6.1518395,-75.6394989,12346
Carrera 57 Calle 82 Sur LA ESTRELLA,6.1553376,-75.6405452,11295
Carrera 57B Calle 77 Sur LA ESTRELLA,6.1600381,-75.6401609,11296
Calle 100B Sur Carrera 50 LA ESTRELLA,6.1187752,-75.6344243,11297
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,11298
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,11316
Carrera 53 Calle 77 Sur LA ESTRELLA,6.15992,-75.6322728,11331
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,11332
Calle 75AB Sur Carrera 52 LA ESTRELLA,6.1605836,-75.6292076,11333
Calle 79 Sur Carrera 52 LA ESTRELLA,6.1560819,-75.6306278,11334
Carrera 55 Calle 79 Sur LA ESTRELLA,6.1569697,-75.6355586,11335
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,11336
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,11337
Carrera 55 Calle 83C Sur LA ESTRELLA,6.1515629,-75.6366658,11338
Calle 81 Sur Carrera 67 LA ESTRELLA,6.1575343,-75.6443076,11339
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,11342
Carrera 54 Calle 77 Sur LA ESTRELLA,6.1604655,-75.6368848,11344
Carrera 50 Calle 91 Sur LA ESTRELLA,6.1441505,-75.6334228,11345
Calle 77 Sur Carrera 58 LA ESTRELLA,6.1605329,-75.6365359,11355
Calle 100 Sur Carrera 49D LA ESTRELLA,6.1200518,-75.6337143,11356
Calle 80 Sur Carrera 57A LA ESTRELLA,6.1569665,-75.6404666,11357
Calle 77A Sur Carrera 62 LA ESTRELLA,6.1590128,-75.6368537,11407
Carrera 62 Calle 83 Sur LA ESTRELLA,6.1594812,-75.6445445,11422
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,11423
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11430
Calle 77 Sur Carrera 59 LA ESTRELLA,6.1596727,-75.6413438,11431
Carrera 62A Calle 74 Sur LA ESTRELLA,6.1645847,-75.6433602,11432
Carrera 50 Calle 48 LA ESTRELLA,6.1441505,-75.6334228,11433
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11435
Carrera 59 Calle 77 Sur LA ESTRELLA,6.1596727,-75.6413438,11436
Calle 77 Sur Carrera 54 LA ESTRELLA,6.1604655,-75.6368848,11508
Carrera 48B Calle 99 Sur LA ESTRELLA,6.1218087,-75.6308752,11509
Carrera 55 Calle 79 Sur LA ESTRELLA,6.1569697,-75.6355586,11510
Calle 79C Sur Carrera 54 LA ESTRELLA,6.1545252,-75.6346593,11511
Calle 95 Sur Carrera 51 LA ESTRELLA,6.13702,-75.6383099,11513
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,11514
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11515
Carrera 50 Calle 83C Sur LA ESTRELLA,6.1504236,-75.6360396,11516
Carrera 55 Calle 80 Sur LA ESTRELLA,6.1543856,-75.6363237,11517
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,11518
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11519
Calle 76 Sur Carrera 60 LA ESTRELLA,6.1609017,-75.6425509,11520
Calle 83 Carrera 62 LA ESTRELLA,6.1537962,-75.6383414,11521
Carrera 50 Calle 89 LA ESTRELLA,6.1441505,-75.6334228,11522
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,11523
Carrera 50 Calle 48 LA ESTRELLA,6.1441505,-75.6334228,11524
Calle 79 Sur Carrera 58 LA ESTRELLA,6.1581645,-75.6411014,11526
Calle 100 Sur Carrera 48 LA ESTRELLA,6.1196971,-75.6315951,11527
Calle 82 Carrera 56D LA ESTRELLA,6.1553149,-75.6402707,11528
Calle 77 Sur Carrera 59 LA ESTRELLA,6.1596727,-75.6413438,11529
Carrera 48 Calle 79 Sur LA ESTRELLA,6.1590607,-75.6436063,11530
Calle 80 Sur Carrera 55 LA ESTRELLA,6.1543856,-75.6363237,11531
Carrera 55 Calle 77 Sur LA ESTRELLA,6.1604047,-75.6372673,11532
Carrera 60 Calle 82B Sur LA ESTRELLA,6.1608857,-75.6423831,10364
Carrera 55 Calle 79 Sur LA ESTRELLA,6.1569697,-75.6355586,10365
Carrera 52D Calle 75AB LA ESTRELLA,6.1604689,-75.6284003,12756
Calle 81 Sur Carrera 62 LA ESTRELLA,6.1576337,-75.6446892,12757
Calle 77 Sur Carrera 52D LA ESTRELLA,6.158955,-75.6292297,12758
Carrera 52D Calle 77 Sur LA ESTRELLA,6.158955,-75.6292297,12759
Calle 106 Sur Carrera 50 LA ESTRELLA,6.1116548,-75.6399957,12760
Calle 100 Sur Carrera 47 LA ESTRELLA,6.1198157,-75.6306114,12774
Carrera 62A Calle 74 Sur LA ESTRELLA,6.1645847,-75.6433602,12779
Calle 76 Carrera 62A LA ESTRELLA,6.1613001,-75.644262,12780
Calle 77 Carrera 56 LA ESTRELLA,6.1600553,-75.6386552,12791
Carrera 50 Calle 98DD LA ESTRELLA,6.13208,-75.6333182,12793
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,12795
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12797
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,12798
Carrera 50 Calle 78 LA ESTRELLA,6.156027,-75.6287578,12801
Calle 94B Sur Carrera 50 LA ESTRELLA,6.1371836,-75.6344714,12803
Carrera 54 Calle 75AA LA ESTRELLA,6.1629835,-75.6354762,12820
Carrera 48 Calle 99 Sur LA ESTRELLA,6.121111,-75.6314475,12823
Carrera 48 Calle 98 Sur LA ESTRELLA,6.1264835,-75.6288846,12830
Carrera 50 Calle 97A Sur LA ESTRELLA,6.1325234,-75.6335038,12876
Calle 87 Carrera 60 LA ESTRELLA,6.1522108,-75.645095,12877
Calle 95 Carrera 56 LA ESTRELLA,6.1379795,-75.6406863,12880
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,12881
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,12883
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,12884
Carrera 55 Calle 82 Sur LA ESTRELLA,6.154834,-75.6381454,12885
Calle 77 Sur Carrera 61 LA ESTRELLA,6.1597081,-75.643025,12886
Carrera 50 Calle 98A Sur LA ESTRELLA,6.1721663,-75.6089299,12887
Calle 77 Sur Carrera 53 LA ESTRELLA,6.15992,-75.6322728,12888
Calle 98 Sur Carrera 48 LA ESTRELLA,6.1264835,-75.6288846,12889
Calle 100B Sur Carrera 53 LA ESTRELLA,6.1187539,-75.6336456,12894
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,12895
Calle 96B Sur Carrera 55 LA ESTRELLA,6.1338119,-75.6368833,12896
Carrera 62A Calle 74 Sur LA ESTRELLA,6.1645847,-75.6433602,12897
Calle 100 Sur Carrera 53 LA ESTRELLA,6.1198157,-75.6306114,12898
Carrera 56B Calle 80 Sur LA ESTRELLA,6.1560021,-75.6391633,12899
Calle 100 Sur Carrera 48 LA ESTRELLA,6.1196971,-75.6315951,12900
Calle 83A Sur Carrera 60 LA ESTRELLA,6.1555194,-75.6436248,12901
Calle 74 Sur Carrera 60 LA ESTRELLA,6.164418,-75.6428412,12902
Calle 76 Sur Carrera 54 LA ESTRELLA,6.1613001,-75.644262,12903
Carrera 48 Calle 99 Sur LA ESTRELLA,6.121111,-75.6314475,12904
Calle 79 Sur Carrera 50 LA ESTRELLA,6.1539353,-75.6289665,12905
Calle 80 Sur Carrera 59 LA ESTRELLA,6.1576307,-75.6419947,12906
Carrera 55 Calle 87 Sur LA ESTRELLA,6.1501338,-75.6371597,12907
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,12908
Calle 100 Sur Carrera 48 LA ESTRELLA,6.1196971,-75.6315951,12909
Carrera 48 Calle 100 Sur LA ESTRELLA,6.1168976,-75.6303266,12910
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,12911
Carrera 53 Calle 77 Sur LA ESTRELLA,6.15992,-75.6322728,12912
Calle 82 Sur Carrera 56B LA ESTRELLA,6.1550048,-75.6391051,12913
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,12914
Carrera 55 Calle 83B Sur LA ESTRELLA,6.1525715,-75.6363277,11064
Calle 96B Sur Carrera 55 LA ESTRELLA,6.1338119,-75.6368833,11148
Carrera 62 Calle 83 Sur LA ESTRELLA,6.1594812,-75.6445445,11161
Calle 77 Sur Carrera 55 LA ESTRELLA,6.1604047,-75.6372673,11162
Calle 77 Sur Carrera 50A LA ESTRELLA,6.1578904,-75.6260911,11163
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,11167
Carrera 50 Calle 97 Sur LA ESTRELLA,6.1331391,-75.6337246,11168
Carrera 50 Calle 98 Sur LA ESTRELLA,6.1283022,-75.6327344,11169
Calle 77 Sur Carrera 54 LA ESTRELLA,6.1604655,-75.6368848,11194
Calle 100 Sur Carrera 54 LA ESTRELLA,6.1198157,-75.6306114,11195
Carrera 52 Calle 77 Sur LA ESTRELLA,6.1584484,-75.6290211,11196
Calle 95 Carrera 49D LA ESTRELLA,6.1363166,-75.6339301,11197
Calle 80 Sur Carrera 57B LA ESTRELLA,6.1571999,-75.6409544,11198
Carrera 55 Calle 79 Sur LA ESTRELLA,6.1569697,-75.6355586,11246
Carrera 55 Calle 83B Sur LA ESTRELLA,6.1525715,-75.6363277,11251
Calle 74 Sur Carrera 54 LA ESTRELLA,6.1645847,-75.6433602,11252
Carrera 48 Calle 98 LA ESTRELLA,6.1264835,-75.6288846,11258
Carrera 63 Calle 87 Sur LA ESTRELLA,6.1526853,-75.6520852,11266
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11269
Carrera 51 Calle 97 Sur LA ESTRELLA,6.1326095,-75.6361859,11276
Carrera 62A Calle 21A Sur LA ESTRELLA,6.1639629,-75.6436491,11277
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11278
Calle 77 Sur Carrera 55 LA ESTRELLA,6.1604047,-75.6372673,11279
Calle 78 Sur Carrera 52A LA ESTRELLA,6.158547,-75.6397965,11280
Calle 79 Carrera 54 LA ESTRELLA,6.156839,-75.6340866,11329
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11330
Carrera 50 Calle 95A Sur LA ESTRELLA,6.1361262,-75.6344082,11340
Carrera 54 Calle 74AA Sur LA ESTRELLA,6.1545954,-75.6346171,11341
Calle 80 Carrera 55 Sur LA ESTRELLA,6.1543856,-75.6363237,11343
Calle 80 Carrera 56 LA ESTRELLA,6.1554568,-75.6382,11350
Carrera 54 Calle 75AB Sur LA ESTRELLA,6.1557596,-75.6341108,11352
Calle 98 Sur Carrera 48 LA ESTRELLA,6.1264835,-75.6288846,11353
Calle 77 Sur Carrera 56G LA ESTRELLA,6.1564412,-75.6260046,11380
Carrera 48 Calle 79C Sur LA ESTRELLA,6.154837,-75.635219,11411
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,11417
Calle 97 Sur Carrera 52 LA ESTRELLA,6.1327386,-75.6349533,11418
Calle 79 Sur Carrera 61 LA ESTRELLA,6.158956,-75.6433232,11419
Carrera 50 Calle 48 LA ESTRELLA,6.1441505,-75.6334228,11420
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,11421
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,11434
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,11438
Calle 87 Sur Carrera 55 LA ESTRELLA,6.1501338,-75.6371597,11439
Carrera 54 Calle 75AB Sur LA ESTRELLA,6.1557596,-75.6341108,11440
Carrera 50 Calle 98A Sur LA ESTRELLA,6.1721663,-75.6089299,11441
Carrera 50 Calle 100B Sur LA ESTRELLA,6.1187752,-75.6344243,11442
Carrera 50 Calle 96 Sur LA ESTRELLA,6.1349499,-75.6344472,11443
Calle 73 Sur Carrera 63AA LA ESTRELLA,6.1655491,-75.6450327,11444
Carrera 48 Calle 98A Sur LA ESTRELLA,6.1234898,-75.6299991,11445
Carrera 57 Calle 82 Sur LA ESTRELLA,6.1553376,-75.6405452,11446
Carrera 62 Calle 87 Sur LA ESTRELLA,6.1528829,-75.646854,11447
Calle 87 Sur Carrera 65A LA ESTRELLA,6.1534619,-75.6489024,11448
Carrera 50 Calle 80 Sur LA ESTRELLA,6.1523941,-75.6336115,11449
Carrera 50 Calle 100 Sur LA ESTRELLA,6.1194097,-75.6344227,9634
Calle 74 Sur Carrera 54 LA ESTRELLA,6.1645847,-75.6433602,9635
Carrera 63 Calle 81 Sur LA ESTRELLA,6.1580861,-75.6452845,9636
Carrera 48C Calle 100C Sur LA ESTRELLA,6.1177606,-75.6317794,9639
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,9640
Carrera 50 Calle 79 Sur LA ESTRELLA,6.1539353,-75.6289665,9642
Carrera 62 Calle 83 Sur LA ESTRELLA,6.1594812,-75.6445445,9643
Calle 87 Sur Carrera 65A LA ESTRELLA,6.1534619,-75.6489024,9644
Carrera 49D Calle 100 Sur LA ESTRELLA,6.1200518,-75.6337143,9645
Carrera 50 Calle 99 Sur LA ESTRELLA,6.1226138,-75.634477,9646
Carrera 50 Calle 79C Sur LA ESTRELLA,6.1529569,-75.6318012,9647
